metadata__candidate,uid,text,metadata__title,metadata__year,label,metadata__test,metadata__row_number
Donald J. Trump,Speech110_20:30,"[""I speak the truth for all of you, and for everyone in this country who doesn't have a voice."", 'I speak the truth on behalf of the factory worker who lost his or her job.', 'I speak the truth on behalf of the Veteran who has been denied the medical care they need – and so many are not making it. They are dying.', 'I speak the truth on behalf of the family living near the border that deserves to be safe in their own country but is instead living with no security at all.', ""Our campaign is about representing the great majority of Americans – Republicans, Democrats, Independents, Conservatives and Liberals – who read the newspaper, or turn on the TV, and don't hear anyone speaking for them. All they hear are insiders fighting for insiders."", 'These are the forgotten men and women in our society, and they are angry at so much on so many levels. The poverty, the unemployment, the failing schools, the jobs moving to other countries.', 'I am fighting for these forgotten Americans.', ""Fourteen months ago, I declared my campaign for the Presidency on the promise to give our government back to the people. Every day since then, I've worked to repay the loyalty and the faith that you have put in me."", ""Every day I think about how much is at stake for this country. This isn't just the fight of my life, it's the fight ofour lives – together – to save our country."", 'I refuse to let another generation of American children be excluded from the American Dream. Our whole country loses when young people of limitless potential are denied the opportunity to contribute their talents because we failed to provide them the opportunities they deserved. Let our children be dreamers too.']","
Remarks at the Charlotte Convention Center in Charlotte, North Carolina
",2016,accept,FALSE,121
Donald J. Trump,Speech110_30:40,"[""Our whole country loses every time a kid doesn't graduate from high school, or fails to enter the workforce or, worse still, is lost to the dreadful world of drugs and crime."", 'When I look at the failing schools, the terrible trade deals, and the infrastructure crumbling in our inner cities, I know all of this can be fixed - and it can be fixed very quickly.', 'In the world I come from, if something is broken, you fix it.', ""If something isn't working, you replace it."", ""If a product doesn't deliver, you make a change."", 'I have no patience for injustice, no tolerance for government incompetence, no sympathy for leaders who fail their citizens.', ""That's why I am running: to end the decades of bitter failure and to offer the American people a new future of honesty, justice and opportunity. A future where America, and its people, always – and I mean always – come first."", ""Aren't you tired of a system that gets rich at your expense?"", ""Aren't you tired of the same old lies and the same old broken promises? And Hillary Clinton has proven to be one of the greatest liars of all time."", ""Aren't you tired of arrogant leaders who look down on you, instead of serving and protecting you?""]","
Remarks at the Charlotte Convention Center in Charlotte, North Carolina
",2016,accept,FALSE,122
Donald J. Trump,Speech110_40:50,"[""That is all about to change – and it's about to change soon. We are going to put the American people first again."", ""I've travelled all across this country laying out my bold and modern agenda for change."", ""In this journey, I will never lie to you. I will never tell you something I do not believe. I will never put anyone's interests ahead of yours."", 'And, I will never, ever stop fighting for you.', 'I have no special interest. I am spending millions of dollars on my own campaign – nobody else is.', 'My only interest is the American people.', 'So while sometimes I can be too honest, Hillary Clinton is the exact opposite: she never tells the truth. One lie after another, and getting worse each passing day.', ""The American people are still waiting for Hillary Clinton to apologize for all of the many lies she's told to them, and the many times she's betrayed them."", 'Tell me, has Hillary Clinton ever apologized for lying about her illegal email server and deleting 33,000 emails?', 'Has Hillary Clinton apologized for turning the State Department into a pay-for-play operation where favors are sold to the highest bidder?']","
Remarks at the Charlotte Convention Center in Charlotte, North Carolina
",2016,reject,FALSE,123
Donald J. Trump,Speech110_50:60,"['Has she apologized for lying to the families who lost loved ones at Benghazi?', 'Has she apologized for putting Iran on the path to nuclear weapons?', 'Has she apologized for Iraq? For Libya? For Syria? Has she apologized for unleashing ISIS across the world?', 'Has Hillary Clinton apologized for the decisions she made that have led to so much death, destruction and terrorism?', ""Speaking of lies, we now know from the State Department announcement that President Obama lied about the $400 million dollars in cash that was flown to Iran. He denied it was for the hostages, but it was. He said we don't pay ransom, but he did. He lied about the hostages – openly and blatantly – just like he lied about Obamacare."", ""Now the Administration has put every American travelling overseas, including our military personnel, at greater risk of being kidnapped. Hillary Clinton owns President Obama's Iran policy, one more reason she can never be allowed to be President."", ""Let's talk about the economy. Here, in this beautiful state, so many people have suffered because of NAFTA. Bill Clinton signed the deal, and Hillary Clinton supported it. North Carolina has lost nearly half of its manufacturing jobs since NAFTA went into effect."", 'Bill Clinton also put China into the World Trade Organization – another Hillary Clinton-backed deal. Your city of Charlotte has lost 1 in 4 manufacturing jobs since China joined the WTO, and many of these jobs were lost while Hillary Clinton was Secretary of State – our chief diplomat with China. She was a disaster, totally unfit for the job.', ""Hillary Clinton owes the State of North Carolina a very big apology, and I think you'll get that apology around the same time you'll get to see her 33,000 deleted emails."", ""Another major issue in this campaign has been the border. Our open border has allowed drugs and crime and gangs to pour into our communities. So much needless suffering, so much preventable death. I've spent time with the families of wonderful Americans whose loved ones were killed by the open borders and Sanctuary Cities that Hillary Clinton supports.""]","
Remarks at the Charlotte Convention Center in Charlotte, North Carolina
",2016,reject,FALSE,124
Donald J. Trump,Speech110_60:70,"[""I've embraced the crying parents who've lost their children to violence spilling across our border. Parents like Laura Wilkerson and Michelle Root and Sabine Durden and Jamiel Shaw whose children were killed by illegal immigrants."", 'My opponent supports Sanctuary Cities.', 'But where was the Sanctuary for Kate Steinle? Where was the Sanctuary for the children of Laura, Michelle, Sabine and Jamiel?', 'Where was the Sanctuary for every other parent who has suffered so horribly?', ""These moms and dads don't get a lot of consideration from our politicians. They certainly don't get apologies. They'll never even get the time of day from Hillary Clinton."", 'But they will always come first to me.', 'Listen closely: we will deliver justice for all of these American Families. We will create a system of immigration that makes us all proud.', ""Hillary Clinton's mistakes destroy innocent lives, sacrifice national security, and betray the working families of this country."", 'Please remember this: I will never put personal profit before national security. I will never leave our border open to appease donors and special interests. I will never support a trade deal that kills American jobs. I will never put the special interests before the national interest. I will never put a donor before a voter, or a lobbyist before a citizen.', 'Instead, I will be a champion for the people.']","
Remarks at the Charlotte Convention Center in Charlotte, North Carolina
",2016,accept,TRUE,125
Donald J. Trump,Speech110_70:80,"[""The establishment media doesn't cover what really matters in this country, or what's really going on in people's lives. They will take words of mine out of context and spend a week obsessing over every single syllable, and then pretend to discover some hidden meaning in what I said."", 'Just imagine for a second if the media spent this energy holding the politicians accountable who got innocent Americans like Kate Steinle killed – she was gunned down by an illegal immigrant who had been deported five times.', 'Just imagine if the media spent this much time investigating the poverty and joblessness in our inner cities.', 'Just think about how much different things would be if the media in this country sent their cameras to our border, or to our closing factories, or to our failing schools. Or if the media focused on what dark secrets must be hidden in the 33,000 emails Hillary Clinton deleted.', ""Instead, every story is told from the perspective of the insiders. It's the narrative of the people who rigged the system, never the voice of the people it's been rigged against."", 'So many people suffering in silence. No cameras, no coverage, no outrage from a media class that seems to get outraged over just about everything else.', ""So again, it's not about me. It's never been about me. It's about all the people in this country who don't have a voice."", 'I am running to be their voice.', 'I am running to be the voice for every forgotten part of this country that has been waiting and hoping for a better future.', 'I am glad that I make the powerful a little uncomfortable now and again – including some powerful people in my own party. Because it means I am fighting for real change.']","
Remarks at the Charlotte Convention Center in Charlotte, North Carolina
",2016,accept,TRUE,126
Donald J. Trump,Speech110_80:90,"[""There's a reason the hedge fund managers, the financial lobbyists, the Wall Street investors, are throwing their money at Hillary Clinton. Because they know she will make sure the system stays rigged in their favor."", ""It's the powerful protecting the powerful."", 'The insiders fighting for the insiders.', 'I am fighting for you.', 'Here is the change I propose.', 'On terrorism, we are going to end the era of nation-building and instead focus on destroying ISIS and Radical Islamic terrorism.', 'We will use military, cyber and financial warfare and work with any partner in the world, and the Middle East, that shares our goal of defeating terrorism. I have a message for the terrorists trying to kill our citizens: we will find you, we will destroy you, and we will win.', ""On immigration, we will temporarily suspend immigration from any place where adequate screening cannot be performed. All applicants for immigration will be vetted for ties to radical ideology, and we will screen out anyone who doesn't share our values and love our people. Anyone who believes Sharia law supplants American law will not be given an immigrant visa. If you want to join our society, then you must embrace our society, our values and our tolerant way of life. Those who believe in oppressing women, gays, Hispanics, African-Americans and people of different faiths are not welcome to join our country."", 'We will promote our America values, our American way of life, and our American system of government which are all the best in the world.', ""My opponent on the other hand wants a 550% increase in Syrian refugees. Her plan would bring in roughly 620,000 refugees from all refugee-sending nations in her first term, on top of all other immigration. Hillary Clinton is running to be America's Angela Merkel, and we've seen how much crime and how many problems that's caused the German people.""]","
Remarks at the Charlotte Convention Center in Charlotte, North Carolina
",2016,accept,FALSE,127
Donald J. Trump,Speech110_90:100,"[""We have enough problems already, we don't need another one."", 'On crime, we are going to add more police, more investigators, and appoint the best judges and prosecutors in the world. We will pursue strong enforcement of federal laws.', 'The gangs and cartels and criminal syndicates terrorizing our people will be stripped apart one by one. Their day is over.', 'On trade, we are going to renegotiate NAFTA, withdraw from the TPP, stand up to China on our terrible trade agreement, and protect every last American job.', 'Hillary Clinton has supported all of the major trade deals that have stripped this country of its jobs and its wealth.', 'On taxes, we are going to massively cut tax rates for workers and small businesses – creating millions of new good paying jobs.', 'We are going to get rid of regulations that send jobs overseas and we are going to make it easier for young Americans to get the credit they need to start a small business and pursue their dreams.', ""On education, we are going to give students choice, and allow charter schools to thrive. We are going to end tenure policies that reward bad teachers and hurt good ones. My opponent wants to deny students choice and opportunity, all to get a little bit more money from the education bureaucracy. She doesn't care how many young dreams are dashed in the process."", 'We are going to work closely with African-American parents and students in the inner cities – and what a big difference that will make. This means a lot to me, and it is going to be a top priority in a Trump Administration.', 'On healthcare, we are going to repeal and replace Obamacare. Countless Americans have been forced into part-time jobs, premiums are about to jump by double-digits yet again, and just this week Aetna announced it is pulling out of the exchanges in North Carolina. We are going to replace this disaster with reforms that give you choice and freedom and control in healthcare – at a much lower cost.']","
Remarks at the Charlotte Convention Center in Charlotte, North Carolina
",2016,reject,TRUE,128
Donald J. Trump,Speech110_100:120,"['On political corruption, we are going to restore honor to our government.', 'In my Administration, I am going to enforce all laws concerning the protection of classified information. No one will be above the law.', 'I am going to forbid senior officials from trading favors for cash by preventing them from collecting lavish speaking fees through their spouses when they serve.', 'I am going to ask my senior officials to sign an agreement not to accept speaking fees from corporations with a registered lobbyist for five years after leaving office, or from any entity tied to a foreign government.', 'Finally, we are going to bring this country together. We are going to do it by emphasizing what we all have in common as Americans. We are going to reject the bigotry of Hillary Clinton, which sees communities of color only as votes and not as human beings worthy of a better future.', 'If African-American voters give Donald Trump a chance by giving me their vote, the result for them will be amazing. Look at how badly things are going under decades of Democratic leadership – look at the schools, look at the 58% of young African-Americans not working. It is time for change.', 'What do you have to lose by trying something new? – I will fix it. This means so much to me, and I will work as hard as I can to bring new opportunity to places in our country which have not known opportunity in a very long time.', 'Hillary Clinton and the Democratic Party have taken African-American votes totally for granted. Because the votes have been automatically there, there has been no reason for Democrats to produce.', 'It is time to break with the failures of the past, and to fight for every last American child in this country to have the better future they deserve.', 'In my Administration, every American will be treated equally, protected equally, and honored equally. We will reject bigotry and hatred and oppression in all of its forms, and seek a new future built on our common culture and values as one American people.', 'This is the change I am promising all of you: an honest government, a fair economy, and a just society for each and every American.', 'But we can never fix our problems by relying on the same politicians who created these problems in the first place.', '72% of voters say our country is on the wrong track. I am the change candidate, Hillary Clinton is the failed status quo.', 'It is time to vote for a New American Future.', 'Together, We will make America strong again.', 'We will make American proud again.', 'We will make America safe again.', 'Friends and fellow citizens: Come November, we will make America great again.', 'Thank You, and God Bless.', '']","
Remarks at the Charlotte Convention Center in Charlotte, North Carolina
",2016,reject,FALSE,129
Donald J. Trump,Speech111_50:60,"[""I wear their opposition as a badge of honor. Because it means I am fighting for REAL change, not just partisan change. I am fighting – all of us across the country are fighting – for peaceful regime change in our own country. The media-donor-political complex that's bled this country dry has to be replaced with a new government of, by and for the people."", 'The leadership class in Washington D.C., of which Hillary Clinton has been a member for thirty years, has abandoned the people of this country.', 'I am going to give the people their voice back.', 'Think about it. The people opposing our campaign are the same people who have left our border open and let innocent people suffer as a result.', 'The people opposing our campaign are the same people who have led us into one disastrous foreign war after another.', 'The people opposing our campaign are the same people who lied to us about one trade deal after another.', ""Aren't you tired of a system that gets rich at your expense?"", ""Aren't you tired of big media, big businesses, and big donors rigging the system to keep your voice from being heard?"", 'Are you ready for change?', 'Are you ready for leadership that puts you, the American people, first? That puts your country first? That puts your family first?']","
Remarks at the Washington County Fair Park in West Bend, Wisconsin
",2016,accept,FALSE,130
Donald J. Trump,Speech116_130:141,"[""We can't fix a rigged system by relying on the people who rigged it in the first place."", ""We can't solve our problems by relying on the politicians who created them."", 'Only by changing to new leadership, and new solutions, will we get new results.', 'We need to stop believing in politicians, and start believing in America.', ""Before everything great that has ever happened, the doubters have always said it couldn't be done."", 'America is ready to prove the doubters wrong.', 'They want you to think small. I am asking you to think big.', 'We are ready to dream great things for our country once again.', 'We are ready to show the world that America is Back—Bigger, and Better and Stronger Than Ever Before.', 'Thank you, and God Bless You.', '']","
Remarks to the Detroit Economic Club
",2016,accept,FALSE,131
Donald J. Trump,Speech136_10:20,"[""Everywhere I look, I see the possibilities of what our country could be. But we can't solve any of these problems by relying on the politicians who created them."", 'We will never be able to fix a rigged system by counting on the same people who rigged it in the first place.', 'The insiders wrote the rules of the game to keep themselves in power and in the money.', ""That's why we're asking Bernie Sanders' voters to join our movement: so together we can fix the system for ALL Americans. Importantly, this includes fixing all of our many disastrous trade deals."", ""Because it's not just the political system that's rigged. It's the whole economy."", ""It's rigged by big donors who want to keep down wages."", ""It's rigged by big businesses who want to leave our country, fire our workers, and sell their products back into the U.S. with absolutely no consequences for them."", ""It's rigged by bureaucrats who are trapping kids in failing schools."", ""It's rigged against you, the American people."", 'Hillary Clinton who, as most people know, is a world class liar –']","
Remarks at Trump SoHo in New York City
",2016,accept,FALSE,132
Donald J. Trump,Speech139_0:10,"['', '\xa0', ""Wow. Thank you very much. Hello. I'd like to begin by thanking the people of Montana, South Dakota, New Mexico, New Jersey and California. We had some big, big days and we have some big numbers coming in, very big numbers."", '\xa0', ""I'm truly honored by your support. Together, we accomplished what nobody thought was absolutely possible and you know what that is.\xa0 We're only getting started and it's going to be beautiful, remember that. [applause}"", '\xa0', 'Tonight we close one chapter in history and we begin another.\xa0 Our campaign received more primary votes than any GOP campaign in history.\xa0 No matter who it is, no matter who they are, we received more votes.', '\xa0', 'This is— \xa0[applause]', '\xa0']","
Remarks after Winning Primaries in Montana, South Dakota, New Mexico, New Jersey and California
",2016,reject,TRUE,133
Donald J. Trump,Speech139_10:20,"[""Great feeling.\xa0 That's a great feeling.\xa0 This is not a testament to me but a testament to all of the people who believed real change, not Obama change, but real change is possible.\xa0 [applause]"", '\xa0', ""You've given me the honor to lead the Republican Party to victory this Fall.\xa0 [applause]"", '\xa0', ""We're going to do it.\xa0 We're going to do it, folks.\xa0 We're going to do it.\xa0 I understand the responsibility of carrying the mantle and I will never, ever let you down—too much work, too many people, blood sweat and tears, never going to let you down.\xa0 I will make you proud of your party and our movement, and that's what it is, is a movement.\xa0 "", '\xa0', ""Now, recent polls have shown I’m beating Hillary Clinton, and with all of her many problems and the tremendous mistakes that she's made—and she has made tremendous mistakes—we expect our lead to continue to grow and grow substantially.\xa0 [applause]"", '\xa0', 'To everyone who voted for me throughout this campaign, I want to thank you.\xa0 I want to thank you very, very much.\xa0 [applause]', '\xa0']","
Remarks after Winning Primaries in Montana, South Dakota, New Mexico, New Jersey and California
",2016,reject,FALSE,134
Donald J. Trump,Speech139_20:30,"[""To those who voted for someone else in either party, I'll work hard to earn your support.\xa0 And I will work very hard to earn that support.\xa0 To all of those Bernie Sanders voters who have been left out in the cold by a rigged system of super delegates, we welcome you with open arms.\xa0 [applause]"", '\xa0', 'Believe me.', '\xa0', ""And by the way, the terrible trade deals that Bernie was so vehemently against—and he’s right on that—will be taken care of far better than anyone ever thought possible.\xa0 And that's what I do.\xa0 We are going to have fantastic trade deals.\xa0 We're going to start making money and bringing in jobs.\xa0 [applause]"", '\xa0', 'Now I know some people say I’m too much of a fighter.\xa0 My preference is always peace, however.\xa0 And I’ve shown that.\xa0 I’ve shown that for a long time.\xa0 I’ve built an extraordinary business on relationships and deals that benefit all parties involved, always.\xa0 My goal is always, again, to bring people together.\xa0 But if I’m forced to fight for something I really care about, I will never, ever back down, and our country will never, ever back down.\xa0 [applause]', '\xa0', 'Thank you.', '\xa0']","
Remarks after Winning Primaries in Montana, South Dakota, New Mexico, New Jersey and California
",2016,reject,TRUE,135
Donald J. Trump,Speech139_30:40,"['I’ve fought for my family, I’ve fought for my business, I’ve fought for my employees, and now I’m going to fight for you, the American people, like nobody has ever fought before.\xa0 [applause]', '\xa0', ""And I’m not a politician fighting, I’m me.\xa0 You're going to see some real good things happen.\xa0 [applause]"", '\xa0', ""Just remember this: I’m going to be your champion, I’m going to be America's champion, because, you see, this election isn't about Republican or Democrat, it's about who runs this country, the special interests, or the people, and I mean the American people.\xa0 [applause]"", '\xa0', ""Every election year, politicians promise change.\xa0 Obama promised change, and it didn't work out too well.\xa0 And every year they fail to deliver.\xa0 Why would politicians want to change a system that's totally rigged in order to keep them in power? That's what they're doing, folks.\xa0 Why would politicians want to change a system that's made them and their friends very, very wealthy?"", '\xa0', 'I beat a rigged system by winning with overwhelming support—the only way you could have done it—landslides all over the country, with every demographic on track to win thirty-seven primary caucus victories in a field that began with seventeen very talented people.', '\xa0']","
Remarks after Winning Primaries in Montana, South Dakota, New Mexico, New Jersey and California
",2016,accept,FALSE,136
Donald J. Trump,Speech139_40:50,"[""After years of disappointment, there's one thing we all have learned.\xa0 We can't fix the rigged system by relying on very—and I mean this so, so strongly—on the very people who rigged it.\xa0 And they rigged it, and do not ever think anything differently.\xa0 We can't solve our problems by counting on the politicians who created our problems."", '\xa0', 'The Clintons have turned the politics of personal enrichment into an art form for themselves.\xa0 [applause]', '\xa0', ""They've made hundreds of millions of dollars selling access, selling favors, selling government contracts—and I mean hundreds of millions of dollars.\xa0 Secretary Clinton even did all of the work on a totally illegal private server—something that how she's getting away with this, folks, nobody understands—designed to keep her corrupt dealings out of the public record, putting the security of the entire country at risk, and a president in a corrupt system is totally protecting her."", '\xa0', 'Not right.', '\xa0', ""I am going to give a major speech on probably Monday of next week, and we're going to be discussing all of the things that have taken place with the Clintons.\xa0 I think you're going to find it very informative, and very, very interesting.\xa0 [applause]"", '\xa0']","
Remarks after Winning Primaries in Montana, South Dakota, New Mexico, New Jersey and California
",2016,accept,FALSE,137
Donald J. Trump,Speech139_50:60,"['I wonder if the press will want to attend.\xa0 Who knows? Hillary Clinton turned the State Department into her private hedge fund.\xa0 The Russians, the Saudis, the Chinese all gave money to Bill and Hillary and got favorable treatment in return.\xa0 ', '\xa0', ""It's a sad day in America when foreign governments with deep pockets have more influence in our own country than our great citizens.\xa0 "", '\xa0', ""I didn't need to do this, it's not easy, believe me, I didn't need to do it, but I felt I had to give back to our wonderful country which has been so good to me and to my family.\xa0 [applause]"", '\xa0', ""I’ve traveled to many of our states and seen the suffering in people's eyes.\xa0 I’ve visited communities in New York, New Jersey, Pennsylvania, Connecticut, Indiana, and Ohio, whose manufacturing jobs—they, literally, these jobs have virtually disappeared.\xa0 An embarrassment to our country, and it's horrible."", '\xa0', ""I’ve embraced the victims of illegal immigration, moms and dads who have had to bury their own children because of people that shouldn't have been in the country."", '\xa0']","
Remarks after Winning Primaries in Montana, South Dakota, New Mexico, New Jersey and California
",2016,reject,FALSE,138
Donald J. Trump,Speech139_60:70,"['Remember it, folks.\xa0 Remember it.\xa0 [applause]', '\xa0', ""I visited the crumbling cities and the struggling schools.\xa0 I’ve seen our dilapidated airports, highways, bridges, and I’ve compared them to other countries where we see facilities so far superior to ours, it's really not to be believed.\xa0 Hard to imagine what's happened to our country."", '\xa0', 'America is getting taken apart piece by piece.\xa0 Auctioned off—and just rapidly—auctioned off to the highest bidder.', '\xa0', ""We're broke.\xa0 We're broke."", '\xa0', 'We owe nineteen trillion dollars going quickly to twenty trillion dollars.\xa0 Our infrastructure is a disaster.\xa0 Our schools are failing.\xa0 Crime is rising.\xa0 People are scared.\xa0 The last thing we need is Hillary Clinton in the White House, or an extension of the Obama disaster.', '\xa0']","
Remarks after Winning Primaries in Montana, South Dakota, New Mexico, New Jersey and California
",2016,reject,FALSE,139
Donald J. Trump,Speech139_70:80,"['[crowd: “Trump! Trump! Trump!”]', '\xa0', 'What a crowd, What a crowd.\xa0 Thank you all very much.\xa0 We love our country; we love our country.', '\xa0', ""But we can turn this all around.\xa0 We're going to do it by putting “America First.” [applause]"", '\xa0', ""That commitment is the foundation for change that's been missing—and it's been missing for a long time.\xa0 "", '\xa0', ""It's important to understand what “America First” means.\xa0 It means, on foreign policy, we will never enter into any conflict unless it makes us safer as a nation.\xa0 It has to make us safer as a nation."", '\xa0']","
Remarks after Winning Primaries in Montana, South Dakota, New Mexico, New Jersey and California
",2016,reject,FALSE,140
Donald J. Trump,Speech139_80:90,"[""This is—this is the opposite of Hillary's foreign policy, which invaded Libya, destabilized Iraq, unleashed ISIS, and threw Syria into chaos, and created the mass migration which is wreaking havoc all over the world.\xa0 And, while putting Iran on the path to nuclear weapons and making them a dominant power in the Middle East.\xa0 And they are dominant, and we have made them that way, folks.\xa0 We have made them that way."", '\xa0', 'Better hope I’m president.\xa0 [applause]', '\xa0', ""On trade, “America First” means the American worker will have his or her job protected from unfair foreign competition.\xa0 What's happening there is absolutely a disgrace.\xa0 No TPP—you're right about that.\xa0 So, and you mean no PP.\xa0 [laughter]"", '\xa0', ""We are going—and remember this, we are only going to have great trade deals, okay? We are only going to have that.\xa0 We're not going to approve, as somebody just said, the Trans-Pacific Partnership, which is a disaster, a disaster for our country.\xa0 Almost as bad as NAFTA, signed by Bill Clinton, which has just stripped our country of our factories and our manufacturing, and moved them to other places, in particular, Mexico."", '\xa0', ""If it's not a great deal for our country, we will not sign it.\xa0 It's got to be great for our country, for our community, for everybody in here because, believe me, we are all suffering.\xa0 And we're suffering big league, and it's getting worse."", '\xa0']","
Remarks after Winning Primaries in Montana, South Dakota, New Mexico, New Jersey and California
",2016,reject,FALSE,141
Donald J. Trump,Speech139_90:110,"[""On energy policy, “America First” means opening up America's great potential to bring wealth and prosperity to our own workers, including our wonderful and hard working miners who have been absolutely, totally mistreated by this administration.\xa0 [applause]"", '\xa0', 'On economic policy, “America First” means having tax and regulatory policies that keep jobs and wealth in the United States, substantially lowering taxes for middle class Americans and businesses.\xa0 Likewise, regulation, which is strangling our economy, which would be brought down from its present insane level, we will make it very, very good for our companies, for our small businesses, and for people that want to survive and do well in our country.\xa0 [applause]', '\xa0', ""On immigration policy, “America First” means protecting the jobs, wages, and security of American workers.\xa0 Whether first or tenth generation, no matter who you are, we're going to protect your job because, let me tell you, our jobs are being stripped from our country like we're babies."", '\xa0', ""The beauty of “America First” is that it brings us all together.\xa0 Every American worker of every background is entitled to the same benefits, protections, and rights and privileges.\xa0 It's got to be that way."", '\xa0', ""Now, the people in charge say, “Things can't change.” \xa0I’m here today to tell you that we have to change.\xa0 We have no choice.\xa0 We have to change.\xa0 "", '\xa0', ""We're going to put—thank you.\xa0 We're going to put America back to work.\xa0 We're going to make our own products.\xa0 We're going to put America back to work.\xa0 [applause]"", '\xa0', ""We're going to rebuild our inner cities, which are absolutely a shame, and so sad.\xa0 We're going to take care of our African American people that have been mistreated for so long.\xa0 [applause]"", '\xa0', ""We're going to make you and your family safe, secure, and prosperous, prosperous again.\xa0 Together we will put the American people first again.\xa0 First again.\xa0 [applause]"", '\xa0', 'We will make our communities wealthy, we will make our cities safe again, we will make our country strong again.\xa0 Ladies and gentlemen, we will “Make America Great Again.” Remember.\xa0 Thank you.\xa0 [applause]', '\xa0', 'Thank you.\xa0 Thank you.\xa0 Thank you very much, everybody.\xa0 ', '']","
Remarks after Winning Primaries in Montana, South Dakota, New Mexico, New Jersey and California
",2016,reject,FALSE,142
Hillary Clinton,Speech206_0:10,"['', 'TODD: But we start with the Democrats and a Hillary Clinton/Bernie Sanders race that has turned out to be much closer than the experts thought especially the Clinton campaign.', 'In fact, we have some brand new NBC News/Wall Street Journal poll numbers out this morning and it does have some good news for the Clinton campaign. Nationally we still have her with a big lead over Bernie Sanders 59 percent-34 percent.', 'But in Iowa the story has been very different. Three polls out this week alone showing neck and neck race including our own NBC News/Wall Street Journal/Marist polls which had Clinton leading by jut 3; Quinnipiac found Sanders actually up by 5 and the ""Des Moines Register"" had Clinton up by just 2. Bottom line, it\'s too close to call.', 'So as they close the race it has become a more aggressive race against Sanders so we begin with Hillary Clinton who joins Clinton campaign against Sanders and so we begin with Hillary Clinton who joins us from Charleston, South Carolina. Good morning—Secretary Clinton.', 'CLINTON: Good morning, Chuck.', 'TODD: Let me start with the Iran deal. Yesterday in response to it you immediately said that Iran is still violating U.N. Security Council resolutions with its ballistic missile program which should be met with new sanctions, designations and firm results.', ""So I guess my question is what do you tell the American public that says you want new sanctions against Iran, they're still violating agreement and yet what did we do? We just handed them $100 billion and we just did a prisoner exchange. Would you have still done that considering your concerns about their missile program?"", ""CLINTON: Absolutely. Look I have said for a long time that I'm very proud of the role that I played in getting us to the point where we could negotiate the agreement that puts a lid on Iran's nuclear weapons program but I've also said that the way we're going to hold them accountable is to have consequences when they do anything that might deviate from the agreement or continue to block the kind of sanctions and mandates the U.N. Security Council has put on, including on missiles."", ""So I see these as mutually reinforcing, Chuck. I was delighted that the prisoners are on their way home. That's a good sign. We still don't see Bob Levinson coming home, there's more work to be done there. But if the implementation of the agreement which is being done today is to be successful in the way that I expect we're going to watch Iran like the proverbial hawk.""]","
Interview with Chuck Todd of NBC News ""Meet the Press""
",2016,reject,TRUE,143
Hillary Clinton,Speech206_10:20,"[""And when it comes to the missile program, they are under U.N. Security Council sanctions and if they are violating it which the evidence seems to suggest they should be held accountable. They need to know that this is a good step forward with respect to the nuclear weapons program but there are other areas of their behavior that we're going to continue to be focused on."", 'TODD: Do you consider Iran a national security threat to the United States?', ""CLINTON: Well, certainly we have lowered that threat because of the nuclear agreement but they continue to be destabilize governments in the Middle East. They continue to support proxies and terrorist groups like Hezbollah. They continue to threaten Israel. There are a lot of concerns. But what I've said for some time now is I'd rather have the nuclear weapons program off to one side and work to make sure they abide by the agreement and then turn our attention to some of these other behaviors that are threatening, certainly in the region and therefore cause concern for us."", ""TODD: All right. Let me move to the campaign. To try to figure out why this race has gotten closer in Iowa, why your lead has shrunk in Iowa, we spoke to a number of voters. I want to play three sound bites from Iowa voters about some potential pause they have regarding your candidacy. I'm going to play it and get you to respond on the other side."", '[begin video clip]', ""JAY HELTON, O'MALLEY SUPPORTER: You get the impression from her that she believes maybe the rules don't apply to her. Or the same rules don't apply to her that apply to everybody else."", ""NATASHA NEWCOMB, SANDERS SUPPORTER: She's worked really hard and done some amazing things I just feel that Bernie Sanders is kind of—has a little bit more fire lit up in people."", ""SALLY WILSON, CLINTON SUPPORTER: Well, I hear people talking about questioning her honesty. And I don't necessarily do that but I think that's one thing people are kind of not sure and they've felt that way about Bill Clinton, too. So I think some of that rubs off."", '[end video clip]', 'TODD: Madam Secretary, how do you answer that pause. This is from Democrats—some pause that they have.']","
Interview with Chuck Todd of NBC News ""Meet the Press""
",2016,reject,FALSE,144
