uid,text,label,metadata__gold,metadata__sentence_id,metadata__pre_sentence,metadata__post_sentence
10000911,"They would take the important decisions - as tenants, home-owners, parents, employees, and trade unionists rather than having them taken for them.",1,FALSE,10000911,"Wider Ownership and Greater Opportunity. Conservatives aim to extend as widely as possible the opportunity to own property and build up capital, to exercise real choice in education, and to develop economic independence and security. Our goal is a capital-owning democracy of people and families who exercise power over their own lives n the most direct way.","Of course, it is not possible to give people independence. That is something we must all achieve by our own efforts."
10000941,But what this Conservative Government has done is to make it easier for people to acquire independence for themselves: by introducing the right to buy council houses,1,TRUE,10000941,"Of course, it is not possible to give people independence. That is something we must all achieve by our own efforts.",by returning nationalised industries to the people in ways that encourage the widest possible spread of ownership by making it easier to buy shares in British industry through employee share schemes and Personal Equity Plans.
10000951,by returning nationalised industries to the people in ways that encourage the widest possible spread of ownership,1,TRUE,10000951,That is something we must all achieve by our own efforts. But what this Conservative Government has done is to make it easier for people to acquire independence for themselves: by introducing the right to buy council houses,by making it easier to buy shares in British industry through employee share schemes and Personal Equity Plans. These opportunities - all too often introduced n the teeth of fierce resistance from the Opposition parties - have achieved spectacular results.
10000961,by making it easier to buy shares in British industry through employee share schemes and Personal Equity Plans.,1,TRUE,10000961,But what this Conservative Government has done is to make it easier for people to acquire independence for themselves: by introducing the right to buy council houses by returning nationalised industries to the people in ways that encourage the widest possible spread of ownership,"These opportunities - all too often introduced n the teeth of fierce resistance from the Opposition parties - have achieved spectacular results. There has been a surge of home-ownership, share-ownership and self-reliance."
10000971,These opportunities - all too often introduced n the teeth of fierce resistance from the Opposition parties - have achieved spectacular results.,1,FALSE,10000971,by returning nationalised industries to the people in ways that encourage the widest possible spread of ownership by making it easier to buy shares in British industry through employee share schemes and Personal Equity Plans.,"There has been a surge of home-ownership, share-ownership and self-reliance. And because these first-time shareholders and home-owners are more independent, they develop a more independent outlook."
10000981,"There has been a surge of home-ownership, share-ownership and self-reliance.",1,FALSE,10000981,by making it easier to buy shares in British industry through employee share schemes and Personal Equity Plans. These opportunities - all too often introduced n the teeth of fierce resistance from the Opposition parties - have achieved spectacular results.,"And because these first-time shareholders and home-owners are more independent, they develop a more independent outlook. They are no longer content that some of the most important decisions in their lives what school their children attend, for example, or whether or not to go on strike should be taken by officialdom or trade union bosses."
10000991,"And because these first-time shareholders and home-owners are more independent, they develop a more independent outlook.",1,TRUE,10000991,"These opportunities - all too often introduced n the teeth of fierce resistance from the Opposition parties - have achieved spectacular results. There has been a surge of home-ownership, share-ownership and self-reliance.","They are no longer content that some of the most important decisions in their lives what school their children attend, for example, or whether or not to go on strike should be taken by officialdom or trade union bosses. People want to decide such things for themselves."
10001001,"They are no longer content that some of the most important decisions in their lives what school their children attend, for example, or whether or not to go on strike should be taken by officialdom or trade union bosses.",1,TRUE,10001001,"There has been a surge of home-ownership, share-ownership and self-reliance. And because these first-time shareholders and home-owners are more independent, they develop a more independent outlook.","People want to decide such things for themselves. In this way the scope of individual responsibility is widened, the family is strengthened, and voluntary bodies flourish."
10001031,State power is checked and opportunities are spread throughout society.,1,TRUE,10001031,"People want to decide such things for themselves. In this way the scope of individual responsibility is widened, the family is strengthened, and voluntary bodies flourish.",Ownership and independence cease to be the privileges of a few and become the birthright of all. In this way One Nation is finally reached not by a single people being conscripted into an organised socialist programme but by millions of people building their own lives in their own way.
10001041,Ownership and independence cease to be the privileges of a few and become the birthright of all.,1,FALSE,10001041,"In this way the scope of individual responsibility is widened, the family is strengthened, and voluntary bodies flourish. State power is checked and opportunities are spread throughout society.",In this way One Nation is finally reached not by a single people being conscripted into an organised socialist programme but by millions of people building their own lives in their own way. Better Housing for All. Home Ownership. Nowhere has the spread of ownership been more significant than in housing.
10001051,In this way One Nation is finally reached not by a single people being conscripted into an organised socialist programme but by millions of people building their own lives in their own way.,1,TRUE,10001051,State power is checked and opportunities are spread throughout society. Ownership and independence cease to be the privileges of a few and become the birthright of all.,Better Housing for All. Home Ownership. Nowhere has the spread of ownership been more significant than in housing. Buying their own home is the first step most people take towards building up capital to hand down to their children and grandchildren.
10001061,Better Housing for All. Home Ownership. Nowhere has the spread of ownership been more significant than in housing.,1,FALSE,10001061,Ownership and independence cease to be the privileges of a few and become the birthright of all. In this way One Nation is finally reached not by a single people being conscripted into an organised socialist programme but by millions of people building their own lives in their own way.,Buying their own home is the first step most people take towards building up capital to hand down to their children and grandchildren. It gives people a stake in society - something to conserve.
10001071,Buying their own home is the first step most people take towards building up capital to hand down to their children and grandchildren.,1,FALSE,10001071,In this way One Nation is finally reached not by a single people being conscripted into an organised socialist programme but by millions of people building their own lives in their own way. Better Housing for All. Home Ownership. Nowhere has the spread of ownership been more significant than in housing.,It gives people a stake in society - something to conserve. It is the foundation stone of a capital-owning democracy.
10001081,It gives people a stake in society - something to conserve.,1,FALSE,10001081,Better Housing for All. Home Ownership. Nowhere has the spread of ownership been more significant than in housing. Buying their own home is the first step most people take towards building up capital to hand down to their children and grandchildren.,"It is the foundation stone of a capital-owning democracy. A home should be a source of pride and independence to the family living in it, regardless of whether it is owned or rented."
10001091,It is the foundation stone of a capital-owning democracy.,1,TRUE,10001091,Buying their own home is the first step most people take towards building up capital to hand down to their children and grandchildren. It gives people a stake in society - something to conserve.,"A home should be a source of pride and independence to the family living in it, regardless of whether it is owned or rented. We will ensure that every family in the land has the opportunity to make it so."
10001121,Home-ownership has been the great success story of housing policy in the last eight years.,1,TRUE,10001121,"A home should be a source of pride and independence to the family living in it, regardless of whether it is owned or rented. We will ensure that every family in the land has the opportunity to make it so.",One million council tenants have become home-owners and another one and a half million more families have become home-owners for the first time. Two out of every three homes are now owned by the people who live in them.
10001131,One million council tenants have become home-owners and another one and a half million more families have become home-owners for the first time.,1,FALSE,10001131,We will ensure that every family in the land has the opportunity to make it so. Home-ownership has been the great success story of housing policy in the last eight years.,"Two out of every three homes are now owned by the people who live in them. This is a very high proportion, one of the largest in the world."
10001141,Two out of every three homes are now owned by the people who live in them.,1,FALSE,10001141,Home-ownership has been the great success story of housing policy in the last eight years. One million council tenants have become home-owners and another one and a half million more families have become home-owners for the first time.,"This is a very high proportion, one of the largest in the world. We are determined to make it larger still."
10001151,"This is a very high proportion, one of the largest in the world.",1,FALSE,10001151,One million council tenants have become home-owners and another one and a half million more families have become home-owners for the first time. Two out of every three homes are now owned by the people who live in them.,We are determined to make it larger still. Some people are still deterred by the costs and complications of house purchase.
10001171,Some people are still deterred by the costs and complications of house purchase.,1,FALSE,10001171,"This is a very high proportion, one of the largest in the world. We are determined to make it larger still.",That is why we must look for new ways to make house-buying simpler and easier. Our abolition of the conveyancing monopoly has already made it cheaper.
10001181,That is why we must look for new ways to make house-buying simpler and easier.,1,FALSE,10001181,We are determined to make it larger still. Some people are still deterred by the costs and complications of house purchase.,Our abolition of the conveyancing monopoly has already made it cheaper. We will keep the present system of mortgage tax relief.
10001191,Our abolition of the conveyancing monopoly has already made it cheaper.,1,TRUE,10001191,Some people are still deterred by the costs and complications of house purchase. That is why we must look for new ways to make house-buying simpler and easier.,We will keep the present system of mortgage tax relief. We will target improvement grants to where they are most needed - to the least well-off.
10001211,We will target improvement grants to where they are most needed - to the least well-off.,-1,FALSE,10001211,Our abolition of the conveyancing monopoly has already made it cheaper. We will keep the present system of mortgage tax relief.,"To meet the special needs of old people, we will ensure that all local authorities have powers to give improvement grants, where necessary, for properties where elderly people move in with relatives. We will extend the 30 per cent housing association grant to help schemes for old people."
10001221,"To meet the special needs of old people, we will ensure that all local authorities have powers to give improvement grants, where necessary, for properties where elderly people move in with relatives.",-1,FALSE,10001221,We will keep the present system of mortgage tax relief. We will target improvement grants to where they are most needed - to the least well-off.,We will extend the 30 per cent housing association grant to help schemes for old people. A Right To Rent. Most problems in housing now arise in the rented sector.
10001231,We will extend the 30 per cent housing association grant to help schemes for old people.,-1,FALSE,10001231,"We will target improvement grants to where they are most needed - to the least well-off. To meet the special needs of old people, we will ensure that all local authorities have powers to give improvement grants, where necessary, for properties where elderly people move in with relatives.","A Right To Rent. Most problems in housing now arise in the rented sector. Controls, although well-meant, have dramatically reduced the private rented accommodation to a mere 8 per cent of the housing market."
10001241,A Right To Rent. Most problems in housing now arise in the rented sector.,1,FALSE,10001241,"To meet the special needs of old people, we will ensure that all local authorities have powers to give improvement grants, where necessary, for properties where elderly people move in with relatives. We will extend the 30 per cent housing association grant to help schemes for old people.","Controls, although well-meant, have dramatically reduced the private rented accommodation to a mere 8 per cent of the housing market. This restricts housing choice and hinders the economy."
10001251,"Controls, although well-meant, have dramatically reduced the private rented accommodation to a mere 8 per cent of the housing market.",1,FALSE,10001251,We will extend the 30 per cent housing association grant to help schemes for old people. A Right To Rent. Most problems in housing now arise in the rented sector.,This restricts housing choice and hinders the economy. People looking for work cannot easily move to a different area to do so.
10001261,This restricts housing choice and hinders the economy.,0,FALSE,10001261,"A Right To Rent. Most problems in housing now arise in the rented sector. Controls, although well-meant, have dramatically reduced the private rented accommodation to a mere 8 per cent of the housing market.",People looking for work cannot easily move to a different area to do so. Those who find work may not be able to find rented accommodation nearby.
10001311,And it is not only these people and their families who suffer from the shortage of homes for rent.,0,FALSE,10001311,Those who would prefer to rent rather than buy are forced to become reluctant owner-occupiers or to swell the queue for council houses. Some may even become temporarily homeless.,The economy as a whole is damaged when workers cannot move to fill jobs because there are no homes to rent in the neighbourhood. This must be remedied.
10001321,The economy as a whole is damaged when workers cannot move to fill jobs because there are no homes to rent in the neighbourhood.,-1,FALSE,10001321,Some may even become temporarily homeless. And it is not only these people and their families who suffer from the shortage of homes for rent.,This must be remedied. We have already taken some modest steps in this direction by making it easier to part-own and part-rent homes through shared ownership
10001341,We have already taken some modest steps in this direction by making it easier to part-own and part-rent homes through shared ownership,1,FALSE,10001341,The economy as a whole is damaged when workers cannot move to fill jobs because there are no homes to rent in the neighbourhood. This must be remedied.,by bringing in and widening the scheme for assured tenancies by our system of shortholds
10001351,by bringing in and widening the scheme for assured tenancies,-1,FALSE,10001351,This must be remedied. We have already taken some modest steps in this direction by making it easier to part-own and part-rent homes through shared ownership,by our system of shortholds and by providing a new 30 per cent housing association grant to build hostels for young workers.
10001371,and by providing a new 30 per cent housing association grant to build hostels for young workers.,-1,FALSE,10001371,by bringing in and widening the scheme for assured tenancies by our system of shortholds,We have also directly tackled the problem of homelessness through new grants to housing associations and other measures. More must now be done.
10001381,We have also directly tackled the problem of homelessness through new grants to housing associations and other measures.,-1,FALSE,10001381,by our system of shortholds and by providing a new 30 per cent housing association grant to build hostels for young workers.,"More must now be done. The next Conservative Government, having already implemented the right to buy, will increase practical opportunities to rent."
10001401,"The next Conservative Government, having already implemented the right to buy, will increase practical opportunities to rent.",1,FALSE,10001401,We have also directly tackled the problem of homelessness through new grants to housing associations and other measures. More must now be done.,"We must attract new private investment into rented housing - both from large institutions such as building societies and housing associations as well as from small private landlords. To do this we intend, in particular, to build on two initiatives we have already taken."
10001411,We must attract new private investment into rented housing - both from large institutions such as building societies and housing associations as well as from small private landlords.,1,TRUE,10001411,"More must now be done. The next Conservative Government, having already implemented the right to buy, will increase practical opportunities to rent.","To do this we intend, in particular, to build on two initiatives we have already taken. First, to encourage more investment by institutions, we will extend the system of assured tenancies."
10001421,"To do this we intend, in particular, to build on two initiatives we have already taken.",1,FALSE,10001421,"The next Conservative Government, having already implemented the right to buy, will increase practical opportunities to rent. We must attract new private investment into rented housing - both from large institutions such as building societies and housing associations as well as from small private landlords.","First, to encourage more investment by institutions, we will extend the system of assured tenancies. This will permit new lettings in which rents and the period of lease will be freely agreed between tenants and landlords."
10001431,"First, to encourage more investment by institutions, we will extend the system of assured tenancies.",1,FALSE,10001431,"We must attract new private investment into rented housing - both from large institutions such as building societies and housing associations as well as from small private landlords. To do this we intend, in particular, to build on two initiatives we have already taken.","This will permit new lettings in which rents and the period of lease will be freely agreed between tenants and landlords. The tenant will have security of tenure and will renegotiate the rent at the end of the lease, with provision for arbitration if necessary."
10001441,This will permit new lettings in which rents and the period of lease will be freely agreed between tenants and landlords.,1,FALSE,10001441,"To do this we intend, in particular, to build on two initiatives we have already taken. First, to encourage more investment by institutions, we will extend the system of assured tenancies.","The tenant will have security of tenure and will renegotiate the rent at the end of the lease, with provision for arbitration if necessary. Second, to encourage new lettings by smaller landlords, we will develop the system of shorthold."
10001451,"The tenant will have security of tenure and will renegotiate the rent at the end of the lease, with provision for arbitration if necessary.",-1,FALSE,10001451,"First, to encourage more investment by institutions, we will extend the system of assured tenancies. This will permit new lettings in which rents and the period of lease will be freely agreed between tenants and landlords.","Second, to encourage new lettings by smaller landlords, we will develop the system of shorthold. The rents of landlords will be limited to a reasonable rate of return, and the tenant's security of tenure will be limited to the term of the lease, which would be not less than 6 months."
10001461,"Second, to encourage new lettings by smaller landlords, we will develop the system of shorthold.",1,FALSE,10001461,"This will permit new lettings in which rents and the period of lease will be freely agreed between tenants and landlords. The tenant will have security of tenure and will renegotiate the rent at the end of the lease, with provision for arbitration if necessary.","The rents of landlords will be limited to a reasonable rate of return, and the tenant's security of tenure will be limited to the term of the lease, which would be not less than 6 months. This will bring back into use many of the 550,000 private dwellings which now stand empty because of controls, as well as making the provision of new rented housing a more attractive investment."
10001471,"The rents of landlords will be limited to a reasonable rate of return, and the tenant's security of tenure will be limited to the term of the lease, which would be not less than 6 months.",-1,FALSE,10001471,"The tenant will have security of tenure and will renegotiate the rent at the end of the lease, with provision for arbitration if necessary. Second, to encourage new lettings by smaller landlords, we will develop the system of shorthold.","This will bring back into use many of the 550,000 private dwellings which now stand empty because of controls, as well as making the provision of new rented housing a more attractive investment. And we will revise the housing benefit system to ensure that it prevents landlords from increasing rents to unreasonable levels at the taxpayer's expense."
10001491,And we will revise the housing benefit system to ensure that it prevents landlords from increasing rents to unreasonable levels at the taxpayer's expense.,-1,FALSE,10001491,"The rents of landlords will be limited to a reasonable rate of return, and the tenant's security of tenure will be limited to the term of the lease, which would be not less than 6 months. This will bring back into use many of the 550,000 private dwellings which now stand empty because of controls, as well as making the provision of new rented housing a more attractive investment.",All existing private and housing association tenants will continue to have their present protection in respect of rents and security of tenure. We will strengthen the law against harassment and unlawful eviction.
10001501,All existing private and housing association tenants will continue to have their present protection in respect of rents and security of tenure.,-1,FALSE,10001501,"This will bring back into use many of the 550,000 private dwellings which now stand empty because of controls, as well as making the provision of new rented housing a more attractive investment. And we will revise the housing benefit system to ensure that it prevents landlords from increasing rents to unreasonable levels at the taxpayer's expense.","We will strengthen the law against harassment and unlawful eviction. Rights for Council Tenants. Many council estates built in the sixties and seventies are badly designed, vulnerable to crime and vandalism and in bad repair."
10001551,Yet it is often difficult for tenants to move.,0,FALSE,10001551,"In many areas, rent arrears are high. In all, over 110,000 council dwellings stand empty.","If they are ever to enjoy the prospect of independence, municipal monopoly must be replaced by choice in renting. We will give groups of tenants the right to form tenant co-operatives, owning and running their management and budget for themselves."
10001571,"We will give groups of tenants the right to form tenant co-operatives, owning and running their management and budget for themselves.",1,TRUE,10001571,"Yet it is often difficult for tenants to move. If they are ever to enjoy the prospect of independence, municipal monopoly must be replaced by choice in renting.",They will also have the right to ask other institutions to take over their housing. Tenants who wish to remain with the local authority will be able to do so.
10001601,"We will give each council house tenant individually the right to transfer the ownership of his or her house to a housing association or other independent, approved landlord.",1,FALSE,10001601,They will also have the right to ask other institutions to take over their housing. Tenants who wish to remain with the local authority will be able to do so.,In some areas more may be necessary. The success of Estate Action and Housing Action Areas shows how a carefully targeted approach can transform an area of poor housing and give people there new hope.
10001621,The success of Estate Action and Housing Action Areas shows how a carefully targeted approach can transform an area of poor housing and give people there new hope.,0,FALSE,10001621,"We will give each council house tenant individually the right to transfer the ownership of his or her house to a housing association or other independent, approved landlord. In some areas more may be necessary.",Our Urban Development Corporations have been successful in restoring derelict industrial areas. We believe that a similar approach could be adopted for housing in some places.
10001631,Our Urban Development Corporations have been successful in restoring derelict industrial areas.,-1,FALSE,10001631,In some areas more may be necessary. The success of Estate Action and Housing Action Areas shows how a carefully targeted approach can transform an area of poor housing and give people there new hope.,"We believe that a similar approach could be adopted for housing in some places. We will take powers to create Housing Action Trusts initially as a pilot scheme to take over such housing, renovate it, and pass it on to different tenures and ownerships including housing associations, tenant co-operatives, owner-occupiers or approved private landlords."
10001641,We believe that a similar approach could be adopted for housing in some places.,1,FALSE,10001641,The success of Estate Action and Housing Action Areas shows how a carefully targeted approach can transform an area of poor housing and give people there new hope. Our Urban Development Corporations have been successful in restoring derelict industrial areas.,"We will take powers to create Housing Action Trusts initially as a pilot scheme to take over such housing, renovate it, and pass it on to different tenures and ownerships including housing associations, tenant co-operatives, owner-occupiers or approved private landlords. We will reform the structure of local authority housing accounts so that public funds are directed at the problems of repair and renovation"
10001651,"We will take powers to create Housing Action Trusts initially as a pilot scheme to take over such housing, renovate it, and pass it on to different tenures and ownerships including housing associations, tenant co-operatives, owner-occupiers or approved private landlords.",0,FALSE,10001651,Our Urban Development Corporations have been successful in restoring derelict industrial areas. We believe that a similar approach could be adopted for housing in some places.,We will reform the structure of local authority housing accounts so that public funds are directed at the problems of repair and renovation maintenance and management are improved
10001661,We will reform the structure of local authority housing accounts so that public funds are directed at the problems of repair and renovation,-1,FALSE,10001661,"We believe that a similar approach could be adopted for housing in some places. We will take powers to create Housing Action Trusts initially as a pilot scheme to take over such housing, renovate it, and pass it on to different tenures and ownerships including housing associations, tenant co-operatives, owner-occupiers or approved private landlords.",maintenance and management are improved resources are directed to the areas where the problems are greatest
