uid,text,label,metadata__tweet_id,metadata__row_number
4816,"!STOP!
Erfüllt @SamiSlimani seinen Traum und votet für ihn mit den Hashtags #KCA #VoteSami  x122",0,5.79335E+17,4816
4817,"!STOP!
Erfüllt @SamiSlimani seinen Traum und votet für ihn mit den Hashtags #KCA #VoteSami  x135",0,5.79335E+17,4817
4819,"!STOP!
Erfüllt @SamiSlimani seinen Traum und votet für ihn mit den Hashtags #KCA #VoteSami  x141",0,5.79335E+17,4819
4820,"!STOP!
Erfüllt @SamiSlimani seinen Traum und votet für ihn mit den Hashtags #KCA #VoteSami  x177",0,5.79336E+17,4820
4825,"!STOP!
Erfüllt @SamiSlimani seinen Traum und votet für ihn mit den Hashtags #KCA #VoteSami  x369",0,5.7935E+17,4825
4826,"!STOP!
Erfüllt @SamiSlimani seinen Traum und votet für ihn mit den Hashtags #KCA #VoteSami  x380",0,5.7935E+17,4826
4844,"!STOP!
Erfüllt @SamiSlimani seinen Traum und votet für ihn mit den Hashtags #KCA #VoteSami  x392",0,5.79373E+17,4844
4845,"!STOP!
Erfüllt @SamiSlimani seinen Traum und votet für ihn mit den Hashtags #KCA #VoteSami  x394",0,5.79373E+17,4845
4846,"!STOP!
Erfüllt @SamiSlimani seinen Traum und votet für ihn mit den Hashtags #KCA #VoteSami  x410",0,5.79374E+17,4846
4847,"!STOP!
Erfüllt @SamiSlimani seinen Traum und votet für ihn mit den Hashtags #KCA #VoteSami  x432",0,5.79375E+17,4847
4848,"!STOP!
Erfüllt @SamiSlimani seinen Traum und votet für ihn mit den Hashtags #KCA #VoteSami  x451",0,5.79376E+17,4848
4822,"!STOP!
Erfüllt @SamiSlimani seinen Traum und votet für ihn mit den Hashtags #KCA #VoteSami x224",0,5.79343E+17,4822
12651,"""#Mia schnuffelt mich nass. https://t.co/gkoJZXhOIM""",0,6.25585E+17,12651
17839,"""+++++++++++++++ KUCHN! +++++++++++++++""",0,6.54315E+17,17839
1,"""@mayers glückwunsch!!""",0,1393164707,1
23714,"""@tschiedem oder beste Leber""",0,6.80547E+17,23714
14959,"""Du hast folgenden Wettbewerb abgeschlossen: Dino-Schneemann! http://t.co/zfz66Va5B5  #androidgames, #gameinsight""",0,6.38654E+17,14959
15626,"""Guten Morgen!""",0,6.42026E+17,15626
12320,"""Ich habe 1,230 Nahrungseinheiten geerntet!  http://t.co/eX78ecQJJA #android, #androidgames, #gameinsight""",0,6.23187E+17,12320
18192,"""Ich habe 2,018 Goldmünzen gesammelt!  https://t.co/LKU2EFGMr4 #android, #androidgames, #gameinsight""",0,6.56439E+17,18192
14944,"""Ich habe 325 Nahrungseinheiten geerntet!  http://t.co/n2wBueZvZN #android, #androidgames, #gameinsight""",0,6.38591E+17,14944
16911,"""Ich habe 9,184 Goldmünzen gesammelt!  http://t.co/zfz66Va5B5 #android, #androidgames, #gameinsight""",0,6.49135E+17,16911
16179,"""Ich habe 98 Nahrungseinheiten geerntet!  http://t.co/zfz66Va5B5 #android, #androidgames, #gameinsight""",0,6.44982E+17,16179
20922,"""Ich komm richtig in Weihnachtsstimmung.""",0,6.6883E+17,20922
4,"""Kennt jemand ein gut sortiertes Online-Archiv für Gemälde mit guter Auflösung? Hatte mal eines gefunden, aber leider den Link verloren....""",0,2069362297,4
18471,"""Können solche Augen 󾆐 lügen?""",0,6.5784E+17,18471
9851,"""RT @1LIVE: Kaffee? Kaffee!""",0,6.07789E+17,9851
3,"""Städte- und Gemeindebund fordert rasche Versorgung mit schnellem Internet:            http://tinyurl.com/qphrne    Wir Auch!""",0,1910339412,3
21261,"""Trinkt immer viel Wasser, Kinder!""",0,6.70044E+17,21261
1614,"""Was wär das schön! #LastRT""",0,5.5858E+17,1614
11101,"""bergemann93s Foto https://t.co/RQkbyyvN19""",0,6.1521E+17,11101
10889,"""cooler werbespot http://t.co/P3kRmGvbKS""",0,6.14002E+17,10889
2,"""http://twitpic.com/3io4f - Ein neues Netbook wär auch nicht schlecht.""",0,1550399954,2
14252,"""noch wer wach""",0,6.3489E+17,14252
21799,"""nochmal jung sein.""",0,6.72387E+17,21799
2992,"""ähm...ja...war ja klar""",0,5.67402E+17,2992
10852,"""🔴 LIVE auf #YouNow - http://t.co/5RxpMT8AR7""",0,6.13757E+17,10852
7509,# askbibi wann wollen du und Julian heiraten @BibisBeauty,0,5.95668E+17,7509
1640,# redete mit Alex,0,5.58717E+17,1640
4270,"#1,7mioforbibi @bibisbeuty #1,7mioforbibi 😍😍 Herzlichen Glückwunsch! #1,7mioforbibi",0,5.76268E+17,4270
21140,#10: WMF 0761406380 Servier-Schmorpfanne mit Glasdeckel Ø 28 cm: WMF 0761406380 Servier-Schmorpfanne mit Glasd... https://t.co/qnccrifGdW,0,6.69597E+17,21140
5720,#147sf @Rolf_Kalb Das macht mehr Laune als ein Break-Festival,0,5.84373E+17,5720
997,#2015 startet bei @Gedankennahrung  mit einem Redesign. Mehr zu unseren Plänen für das neue Jahr http://t.co/jIOXvET1hr,0,5.54393E+17,997
23551,"#22UhrNonMention 

(Ich habe keine Ahnung, was das ist, aber ich probiere es einfach mal. Bin gespannt, was passiert.)",0,6.79765E+17,23551
1159,"#2: Philips HD4646/20 Wasserkocher Basic Serie (1,5 Liter / 2400 Watt ) schwarz: Philips HD4646/20 Wasserkoche... http://t.co/9B69hxUjFh",0,5.55521E+17,1159
11664,#2: Saeco CA6702/00 Brita Intenza+ Wasserfilter für Kaffeevollautomaten: Saeco CA6702/00 Brita Intenza+ Wasser... http://t.co/1FsEHt8xZB,0,6.18911E+17,11664
9995,"#2MioBibinators #2MiofuerBibi 

Soo sieht das also aus die 2 Mio Abonnenten Marke zu knacken? 😂❤
@BibisBeauty http://t.co/Nf6VaKqy5a",0,6.08675E+17,9995
5358,#7: Soehnle 66195 Digitale Küchenwaage Disney Forever Classic: Soehnle 66195 Digitale Küchenwaage Disney Forev... http://t.co/PdlXVPL68W,0,5.81898E+17,5358
6870,"#8: Gaggia RI9403/11 Siebträger Espressomaschine, Dampfdüse, Edelstahl: Gaggia RI9403/11 Siebträger Espressoma... http://t.co/V8jCGu0unL",0,5.92291E+17,6870
23689,"#8: Iris 122374.0 Rollwagen mit 5 Schubladen, Schreibtischwagen, Beistellwagen mit 5 Schübe, SDC-005, schwarz:... https://t.co/ICbE9wHe7w",0,6.80477E+17,23689
20923,"#9: POLYCLEAN Micro-Stripe Universal-Microfasertuch 40x30 cm, 10 Stück im PowerPack für Haushalt, Auto und Hob... https://t.co/BIiQbuMDsH",0,6.68831E+17,20923
21263,#9: Silit 0081.6033.01 Wok-Pfanne 28 cm Wuhan: Silit 0081.6033.01 Wok-Pfanne 28 cm Wuhan von Silit  87 Tage in... https://t.co/offJHgoRj8,0,6.70047E+17,21263
133,"#9: Wilton Gelfarben im Spar-Set 8 x 28 g » Wilton, Sparset, Gelfarben » Küchenchef http://t.co/TszDbKZFb7",0,3.42571E+17,133
4665,"#A650/ Die Unfallaufnahme ist abgeschlossen. 
Der Verkehr rollt wieder. Wir wünschen eine gute Fahrt.",0,5.78598E+17,4665
7269,#ABCnews #NY #share #tip #gratuity #Teile Unter einer Bedingung: Mann gibt Kellnerin 3000 Dollar Trinkgeld http://t.co/MdbMRVxqEB,0,5.94653E+17,7269
17890,#ACPubtour2015 in #Hamburg. Ein großer Spaß für echte #Rooks! http://t.co/GVIL1JZ8nx,0,6.54621E+17,17890
9542,#AI best practice - Facebook forscht im Bereich Künstliche Intelligenz. https://t.co/5psw0C6wXk,0,6.06089E+17,9542
3417,#AUTSCH - Jeder Stapel auf Deinem Schreibtisch ist eine aufgeschobene Entscheidung! - http://t.co/nbUjt5YSCo,0,5.70499E+17,3417
4226,#Abtreibung soll neu ein #Menschenrecht sein...! Ich frage mich: Wo bleibt das #Recht des Kindes? @ruediloeffel http://t.co/jSuRnNOlkY,0,5.75977E+17,4226
19096,#AgenturfürArbeit: #KreisViersen profitiert von Herbtsbelebung auf dem #Arbeitsmarkt. Arbeitslosenzahl im Oktober um 37 auf 10818 gesunken.,0,6.60758E+17,19096
8115,"#Allwinner startet im Juni die Massenproduktion des A64, einem low-cost ($5) 64-Bit Chipsatz für Tablets.
http://t.co/ucToOmpB4l",0,5.98404E+17,8115
19708,#Amateure Pauline24: Haarfarbe:  BraunGewicht:  51 kgGeschlecht: WeiblichAlter: 24 Größe: 170 ... https://t.co/4DE7pcvvoS #Singlekontakte,0,6.6368E+17,19708
17922,#Amateure Sweetysecret: Haarfarbe:  BraunGewicht:  55 kgGeschlecht: WeiblichAlter: 38 Größe: 1... http://t.co/2zc0ZRNwo7 #Singlekontakte,0,6.54783E+17,17922
3453,"#Amnesty ist erfolgreich weil es viele Mitglieder&amp;UnterstützInnen hat, die sich stark machen. Ich bin stolz auf uns. http://t.co/fBnDbDtpsi",0,5.70668E+17,3453
17587,"#Ankara erbärmlich sowas zu machen 
Kim yaptıysa gebersin",0,6.52769E+17,17587
10084,#Aral muss immer übertreiben! #Kopfschüttel http://t.co/jREGVfRjEn,0,6.09075E+17,10084
11091,#Armutsdebatte http://t.co/VNjZL4npnE Wie tief MinisterInnen sinken können !,0,6.15165E+17,11091
12377,"#AskShirin
Willst du mal ein Outfit Video drehen in dem du alle deine Lieblingsoutfits zeigst ? 
Ich liebe deinen Style 
#vorbild 
Ily",0,6.23529E+17,12377
7076,"#Assistenzrobotik und #MRK. Diskutieren Sie mit auf den IFF-Wissenschaftstagen, 24.+25.6. http://t.co/LJVjf3zBV7 #iffwita",0,5.93695E+17,7076
2535,#Astrologe sagt @TSV1860 #Abstiegs-#Relegation voraus http://t.co/Yg5136ZVoG http://t.co/HhF3YehlB9,0,5.64723E+17,2535
333,"#Asus #ZenWatch ab Sonntag in den USA erhältlich
http://t.co/9gcwdJ0UZH",0,5.30796E+17,333
301,#Asylkompromiss wenn sich die Grün-rote Landesregierung in BaWü wenigstens der Stimme enthalten hätte. Wir haben wieder Stimmenklau #S21,0,5.1298E+17,301
13126,#AudiCup Den Cup weg lassen und dafür einfach mal die Audis billiger machen.Da würden sich viele Audi Fans drüber freuen.,0,6.28807E+17,13126
22706,#Aufruf: Ideen für günstigen Wohnraum gesucht: #refugeeswelcome https://t.co/hxL1cqmQps @ericsturm @Jens_P_Meyer @sebastian0505,1,6.76304E+17,22706
5206,#Ausbildung zum #Koch (m/w) - http://t.co/n4xHgxh8lq,0,5.8098E+17,5206
9143,#BAB61 in Richtung Süden 2km vor #AKLudwigshafen #Auffahrunfall; eine Person eingeklemmt; Rettungskräfte im Einsatz;,0,6.03892E+17,9143
9218,#BAB65 einspurige Verkehrsführung - immernoch mind. 2km #Stau - Dauer noch mindestens 2-3 Stunden - weiträumig Umfahren!,0,6.04202E+17,9218
22645,"#BBsixx #SkyBB Live: Bianca kann leider nicht Mitschmücken , Grund unbekannt.Dafür sitzt sie am Tisch und labert Müll",0,6.76077E+17,22645
23455,"#BBsixx #skyBB Ich sagte ja schon damals, Erst Thomas dann Sharon. Also Sie kann nun raus.",0,6.79387E+17,23455
22814,"#BBsixx #skyBB Live: Bewohner Gammel ,Nichts zu Berichten,da langweilig.",0,6.76754E+17,22814
23431,"#BBsixx #skyBB Live: Nach einer anstrengende BB Staffel, gönnen sich die Bewohner eine Pause vor dem Finale. Mhhhhhh https://t.co/CJ40Hka9KW",0,6.79293E+17,23431
23457,"#BBsixx #skyBB Manuel kannte sich so nicht im Haus. Wie denn auch,wenn man ihm das vorher nicht erklärt hat. #runningag",0,6.79393E+17,23457
23181,#BBsixx #skyBB Wort Lecken Match Teil 2   https://t.co/GAFqspSD9k,0,6.78265E+17,23181
20133,#BBsixx 4/10Guido Atchi und nun auch Dennis ziehen mit und lästern immer mehr über die Restlichen Bewohner.,0,6.65584E+17,20133
19800,"#BBsixx Die haben so Angst von den Zuschauern rausgewählt zu werden,das Die Freiwillig gehen wollen.Echte Männer halt #WeichEier",0,6.64136E+17,19800
21048,#BBsixx Endlich seht auch Thomas mal das ER auch daran Schuld hat.,0,6.69235E+17,21048
18987,#BBsixx Ich bleib dabei.,0,6.60192E+17,18987
21577,"#BBsixx Ich sage es Ungern,aber ich bin froh wenn Endlich diese Fake Staffel mit diesen Fake Leuten zu ende ist.So eine BB Staffel,Grausam.",0,6.7137E+17,21577
21211,"#BBsixx Jedenfalls gibts wieder Stress,Streit,Geläster,Hetze,Sharon wird wieder Gesaved und Nominiert und Gesaved.Schön Dumm von den BW.",0,6.69904E+17,21211
19429,"#BBsixx Klartex: Sollte Kevin Nominiert werden am Dienstag,muss ich den also noch 12 Tage + Heute Noch Ertragen ? Das schaffe ich nicht 😳😩",0,6.62338E+17,19429
19191,#BBsixx Live:  Was ist\  Foffo im Arsch \ ? noch nie gehört .,0,6.61237E+17,19191
18973,"#BBsixx Live: Asa Lusy Langweilen sich,keine Energy,keine Lust.",0,6.60154E+17,18973
19857,#BBsixx Live: Atchi erzählt was BB gesagt hatte.Er erläutert es den Bewohner. Es wird darüber geredet https://t.co/cQ39xjB6vR,0,6.64455E+17,19857
19855,"#BBsixx Live: Atchi ist im Sprechzimmer und versucht das genau zu erklären, im Wohnbereich wird weiter diskutiert.",0,6.64451E+17,19855
19845,"#BBsixx Live: BB spendiert eine Geb Torte für Dennis, der Krank im Bett liegt",0,6.64422E+17,19845
19303,#BBsixx Live: Beide Legen sich nun hin .Wird noch mitm Micro gespielt.Nun muss sie aufs Klo und Sie will sich abschminken.,0,6.61759E+17,19303
22151,#BBsixx Live: Bianca will aufjedenfall was wo lang ist und alles über ihre Knie geht da sie hässlich sind.,0,6.73857E+17,22151
19821,"#BBsixx Live: Christian redet klartext, Er und Mary sind nur Freunde,er mag sie sehr,aber mehr geht nicht.",0,6.64256E+17,19821
22570,"#BBsixx Live: Hoher Besuch im SB , Sharon ist da und redet mit den Insassen. Wird bestimmt nun sehr oft sein",0,6.75701E+17,22570
19952,"#BBsixx Live: Im Schlafzimmer wird noch Diskutiert, Atchi macht sich nen Toast und Guido sitzt aufm Sofa.",0,6.64896E+17,19952
19284,#BBsixx Live: Kevin Nimmt Lusy Team SCHWARZ,0,6.61651E+17,19284
18982,#BBsixx Live: Kevin Quengelt Sharon soll weiter machen....nun Mary beim Thomas https://t.co/IEUr0clTbi,0,6.6018E+17,18982
19201,"#BBsixx Live: Kevin Sharon im Bett unterhalten sich,da Sharon es langsam peilt das Sie Morgen gehen könnte. https://t.co/z0oyTJy7xo",0,6.6131E+17,19201
19083,#BBsixx Live: Maaan BB Bessere Kamera nächstes mal Bitte :( https://t.co/iWLnJml0n0,0,6.60611E+17,19083
19895,#BBsixx Live: Mary sagt \ \ ich habe noch / noch ein gutes Verhältnis zu Chris \ \,0,6.64619E+17,19895
20730,"#BBsixx Live: Mittlerweile geht es um Später, Familie Kinder etc. Mary Chris scheinen auf einer Wellenlänge zu sein .",0,6.67837E+17,20730
22252,"#BBsixx Live: Natascha Thomas reden über Nominierungen,Thomas fragt hinterlistig und Natascha Plauder schon ihre Gespräche von heute Mittag",0,6.74275E+17,22252
20831,"#BBsixx Live: Natascha muss das Anziehen wie auf dem Bild,Sie will es nicht. Lusy,sagt Sie solle es im SZ zeigen sonst würde die WA verkackt",0,6.68453E+17,20831
19291,#BBsixx Live: Natascha sagte sie kenne Flying Uwe(BB Staffel 9 10 oder 11 weis grade nicht mehr) Sie machten mal eine Lan-Party zusammen,0,6.61672E+17,19291
22580,#BBsixx Live: Natascha versucht es noch einmal. https://t.co/R4WK5VRXEZ,0,6.75758E+17,22580
19894,#BBsixx Live: Natascha will ihn als Team Partner nicht verlieren. Nun gehts wieder um Sharon und den ADAC Typ .Cut ins Schlafzimmer.,0,6.64604E+17,19894
22352,#BBsixx Live: Noch fragen ? https://t.co/SDurHlAJL6,0,6.74709E+17,22352
22282,#BBsixx Live: Nussplie auch nicht geholt,0,6.74368E+17,22282
22566,#BBsixx Live: Ob Natascha nun im Haus sich wieder mehr mit Mary beschäfftigt oder bleibt sie bei Lusy ? Zicken unter sich. Ich freu mich,0,6.75688E+17,22566
19100,#BBsixx Live: Sharon Christian klären Mary und Bianca über die Fragen von der Party auf.Sie Lachen.Auch die Sex Frage.,0,6.60769E+17,19100
20647,"#BBsixx Live: Sharon alleine im Haus, alle anderen draußen . Nun geht sie auch mal raus",0,6.6739E+17,20647
19030,#BBsixx Live: Sieht Lecker aus https://t.co/a0s5adLOTM,0,6.60445E+17,19030
20585,"#BBsixx Live: Thomas Läster nun gegen Alle, Nominierungs Gründe . Arme Mary wird nun richtig Verunsichert.",0,6.67108E+17,20585
19117,"#BBsixx Live: Thomas fragt wo Asa er am Besten sehen würde,. Ich tippe ja in der Geschlossenen.Denke mal aber er meint im TV",0,6.60831E+17,19117
19721,#BBsixx Live: Thomas lästert mit Artchi über Sharon,0,6.63723E+17,19721
20830,"#BBsixx Live: Thomas motiviert Sharon,Sie sei der Boss,Sie soll klar sagen wie Getanzt wird.Sie soll sich auf keine Diskussion einlassen",0,6.6845E+17,20830
19241,#BBsixx Live:Man Beachte Kevins Hände. Asa liegt da wie Tod. https://t.co/QHKtxFCmQJ,0,6.61561E+17,19241
21385,"#BBsixx Was bin ich froh wenn es ENDLICH zu Ende ist.Keiner hat gewonnen,keiner Verdient das Geld.Dümmste Fehl Besetzungs Staffel ever.",0,6.70606E+17,21385
20818,"#BBsixx Wird bestimmt noch Stress geben, weil die Jungs an der Tür lauschten,bei Frauen Gespräche,wie im Kindergarten.Ich freue mich ;)",0,6.68399E+17,20818
2594,#BILD im Untergrund von #München http://t.co/Gy9LEwogfS http://t.co/RF32hpiUSt,0,5.65086E+17,2594
5859,#BJGeilsterLivestream @julienco_ @BibisBeauty danke dass ihr mich erwähnt hattet!Tipp: ich bin sidoniekempe 😍💕😭😁😍 http://t.co/3lePN5MdaD,0,5.85181E+17,5859
20956,#BLUESCREEN unter #Windows10 die erste. #BSoD,0,6.68913E+17,20956
19439,#BO3Launch #PietStream  ich hab gewonnen yay,0,6.62373E+17,19439
6638,"#BOB in Neustadt
Ein junger Mann testet seine Reaktionszeit.
Eine Sekunde unachtsam und man kann einen Unfall bauen. http://t.co/gQfJKoOMM1",0,5.90508E+17,6638
12799,#BOOKATIGER übernimmt das Deutschlandgeschäft von #Homejoy http://t.co/RFPV9w7umx,0,6.26694E+17,12799
16188,#BULA WIRD HEUTE VEREINT😍😍😍😍,0,6.45105E+17,16188
6320,#BVB: #Klopp tritt zurück: „Neuer Wind schadet nicht“ http://t.co/dUfcIKVOrW,0,5.88315E+17,6320
9286,#BVB: Noch ein paar frische Fotos vom #DFBPokalfinale aktuell aus #Berlin - #ballspielfinale #finaleBVB #BVBWOB http://t.co/6ZjhdFYNKa,0,6.04677E+17,9286
23988,#Babes #SexyGirls AngelWildBlack https://t.co/QVYP4HSTst ❤❤❤ #Sissy #Sex4You,0,6.81949E+17,23988
6471,#Baggerfahrer (m/w) auf #Einem #Recyclinghof - http://t.co/ZvWWzE3iUc,0,5.8927E+17,6471
13119,#Bahn|weisheiten.  https://t.co/MBCgeh5E9U,0,6.28677E+17,13119
9136,#BalticDesignShop Möbel und Accessoires im nordischen Design http://t.co/WOkhWzibZO,0,6.03853E+17,9136
13861,"#Batman Arkham Knight - #16 - Schlüssel

Zum Video: https://t.co/MwFWft0cFp

#rapsplay #ps4... http://t.co/KgPeqkJgTp",0,6.3295E+17,13861
3159,"#BaumrettungOstfildern betroffen sind 2 ca. 40 Jahre alte Pappeln, 1 Ahorn 3 Ginkgos - es gibt keine #Baumschutzverordnung in #Ostfildern !",0,5.68507E+17,3159
7627,#Bayern München – #Barcelona – hier gibt es noch Tickets für das Rückspiel http://t.co/zJd4WblhPN via @,0,5.96229E+17,7627
12242,#Beachparty lockt 1500 Besucher ins #Erlebnisbad #Dransfeld http://t.co/4gWFZtBCHL http://t.co/Rsen0KK6z4,0,6.22728E+17,12242
19224,#Belarus trotz(t) #Lukaschenko gestern in @boell_stiftung. Mit Intellektuellen aus Minsk über Stereotype &amp; Identität https://t.co/LrRfBTXvUY,0,6.61485E+17,19224
10764,#Betriebsstörung. Bis zu 20 Minuten Verspätung bei der #U6 in beide Richtungen,0,6.13273E+17,10764
9502,#BibiStehtAufAnkacken  das ist fakt!,0,6.05819E+17,9502
10014,"#Bierhoff weiß schon, warum er vorher schnell noch den Bus präsentiert hat. War spektakulärer... #GERUSA",0,6.08731E+17,10014
8386,#Bietigheim-Bissingen und #Ingersheim sind 2016 auch dabei: http://t.co/aEXBJAHwpW. #breitband #rastatt #bw http://t.co/7xoQVtmF8v,0,5.99839E+17,8386
9597,#BigData stellt wichtige Anforderungen an die IT deutscher Unternehmen. Viele müssen aufrüsten. http://t.co/WBjkUS5QjT,0,6.06434E+17,9597
5549,#Bild-Chefreporter erkämpft #Auskunftsrecht der Presse - http://t.co/GkS8O5mHvn,0,5.83167E+17,5549
9674,"#Bingo #Winner Mitspieler sind zufrieden, dass ich morgen abreise.",0,6.06837E+17,9674
9557,#Blazer ist schon mal umgekippt #FIFA #WC2010 #WC1998,0,6.06189E+17,9557
300,"#Blitzmarathon wer keine Ahnung hat, probiert es halt so. 
Alles #sozi getrieben. Besser so mit den Grünnasen reden. http://t.co/yHYchrJYek",0,5.1233E+17,300
5248,#Blockupy -Debatte in der Stadtverordnetenversammlung zu den gewalttätigen Ausschreitungen am Morgen des 18. März in #Frankfurt #18M,0,5.81157E+17,5248
8539,"#Bloodborne - #36 - Der Ballerwald

Zum Video: https://t.co/lcFLvuUwC1

#rapsplay #ps4 #blind... http://t.co/rMmRBMeBX1",0,6.00627E+17,8539
8738,"#Bloodborne - #45 - Schlangenknubbel

Zum Video: https://t.co/STC9PBFWsx

#rapsplay #ps4... http://t.co/bLSJz1cXV8",0,6.01735E+17,8738
17943,"#Bluboo bestätigt einige Spezifikationen und liefert neue Bilder vom Xtouch:
http://t.co/wAP88H1xMG",0,6.54994E+17,17943
13854,"#Brand eines #Stromverteilerhäuschens in #DannstadtSchauernheim, in der #Riedstraße. Es kommt in beiden Gemeinden zum #Stromausfall.",0,6.32925E+17,13854
13533,#Brand in #Ludwigshafen im #Rampenweg dortige #Autoverwertung; #Rauchsäule deutlich sichtbar; #Feuerwehr im Einsatz,0,6.31148E+17,13533
6099,#Bremen Seifenblasen Flashmob https://t.co/YQUJT70Vhu,0,5.86798E+17,6099
24184,#Breslau 01.01 00:30 Temperatur -6C gering bewölkt / klar Wind S 4 km/h  .. https://t.co/WB3qYWnuXh,0,6.82712E+17,24184
23910,#Breslau 29.12 01:00 Temperatur 5C bewölkt Wind SO 7 km/h  .. https://t.co/WB3qYWnuXh,0,6.8163E+17,23910
23914,#Breslau 29.12 05:30 Temperatur 5C bedeckt Wind SO 6 km/h  .. https://t.co/WB3qYWnuXh,0,6.81697E+17,23914
23986,#Breslau 29.12 21:30 Temperatur 2C bedeckt Wind SO 20 km/h  .. https://t.co/WB3qYWnuXh,0,6.81939E+17,23986
24003,#Breslau 30.12 06:30 Temperatur -4C gering bewölkt / klar Wind SO 17 km/h  .. https://t.co/WB3qYWnuXh,0,6.82075E+17,24003
24007,#Breslau 30.12 08:00 Temperatur -5C heiter Wind SO 15 km/h  .. https://t.co/WB3qYWnuXh,0,6.82098E+17,24007
24008,#Breslau 30.12 08:30 Temperatur -4C heiter Wind SO 17 km/h  .. https://t.co/WB3qYWnuXh,0,6.82105E+17,24008
24022,#Breslau 30.12 12:30 Temperatur 0C heiter Wind SO 28 km/h  .. https://t.co/WB3qYW5TyH,0,6.82166E+17,24022
24094,#Breslau 31.12 07:30 Temperatur -5C gering bewölkt / klar Wind SO 20 km/h  .. https://t.co/WB3qYWnuXh,0,6.82454E+17,24094
24098,#Breslau 31.12 08:30 Temperatur -4C heiter Wind SO 22 km/h  .. https://t.co/WB3qYWnuXh,0,6.82468E+17,24098
24118,#Breslau 31.12 13:00 Temperatur 2C heiter Wind SO 26 km/h  .. https://t.co/WB3qYWnuXh,0,6.82535E+17,24118
7094,#Buchtipp: Das verborgene  Ich: Wie Sie in 20 Minuten die unbekannte Seite ihrer Persönlichkeit erforschen http://t.co/YqO1PDEQwH,0,5.93755E+17,7094
15769,#Buga #HansestadtHavelberg #Dahlien #Mexiko #StLaurentius #Hallenschau zudem grandiose Aussicht via #Skyliner http://t.co/sOC42qc0uC,0,6.42798E+17,15769
23072,"#Bundestag Thema Rente. Wieder das alte Spiel. CDU/CSU/SPD alles prima, #Vorsorge wichtig. Nur bei den #MdB wird von uns vorgesorgt !",0,6.77795E+17,23072
8942,#Bundesverfassungsgericht: Lammert will Einfluss der Karlsruher Richter eindämmen http://t.co/3bewhEldzi #unglaublich,0,6.02789E+17,8942
190,#Bundeswehr: Deutsche Soldaten sollen künftig bei der Bearbeitung von Asylanträgen helfen. Das verkürzt zwar die... http://t.co/sfmomm4hBm,1,4.11488E+17,190
22935,#BürgerInnen Ihr werdet doppelt und 3fach zur Ader gelassen. Ihr wehrt Euch aber nicht ! Warum ? https://t.co/uKdqndiNKq,0,6.7717E+17,22935
